"ID","host_id","price_dollars","latitude","longitude","dist_stephansdom_km","dist_schonbrunn_km","dist_train_station_km","neighbourhood","room_type","accomodates","bathrooms","beds","cleaning_service","air_conditioning","self_checkin","host_acceptance_rate","host_listings_count","number_of_reviews","apt_age_days","review_scores_rating","reviews_per_month"
61662,166283,100,48.21924,16.37831,1.29,6.5,3.79,"Leopoldstadt","Entire home/apt",5,1,3,"0","0","0",1,3,390,4922,4.74,2.38
67869,175131,169,48.18434,16.32701,4.35,1.66,3.46,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,3,"0","1","1",0.88,16,217,5153,4.86,1.26
12985,166283,80,48.21778,16.37847,1.14,6.42,3.63,"Leopoldstadt","Entire home/apt",2,1,2,"0","0","0",1,3,380,4977,4.67,2.29
39924,358842,50,48.2176,16.38018,1.16,6.52,3.63,"Leopoldstadt","Private room",2,2,2,"0","0","0",0.92,3,116,4917,4.77,0.71
78292,421075,60,48.20075,16.33278,3.13,2.55,3.48,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,2,"0","0","1",0.98,2,178,4915,4.35,1.09
72554,489611,131,48.20599,16.3489,1.85,3.87,2.94,"Neubau","Private room",4,1,2,"0","0","1",1,3,773,4893,4.85,4.74
55403,175131,91,48.18467,16.32795,4.27,1.73,3.39,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,4,"0","1","1",0.88,16,143,4546,4.87,0.94
75160,175131,111,48.18445,16.32722,4.33,1.68,3.44,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,3,"0","1","1",0.88,16,124,4846,4.88,0.77
56434,608240,110,48.2158,16.39034,1.51,7.08,3.61,"Leopoldstadt","Entire home/apt",4,1,2,"0","0","0",1,2,430,4843,4.96,2.66
19641,977695,69,48.21265,16.33539,2.88,3.61,4.16,"Ottakring","Entire home/apt",2,1,1,"0","0","1",1,1,20,4307,4.47,0.14
69133,3809727,120,48.21366,16.37426,0.62,5.92,3.16,"Innere Stadt","Entire home/apt",4,1,3,"0","0","0",0.4,1,530,4338,4.94,3.67
62131,861392,159,48.22728,16.37061,2.15,6.59,4.68,"Brigittenau","Entire home/apt",8,1,6,"0","0","1",0.81,4,140,4185,4.76,1
24182,1547126,242,48.20751,16.37899,0.4,5.93,2.5,"Innere Stadt","Entire home/apt",5,2,1,"0","0","1",0.99,55,302,4330,4.72,2.09
25179,2418146,97,48.22883,16.37384,2.31,6.89,4.84,"Brigittenau","Entire home/apt",6,2,3,"0","0","0",0.99,17,222,4308,4.83,1.55
37167,1189537,76,48.21409,16.36324,1.02,5.25,3.3,"Innere Stadt","Private room",2,1,1,"0","0","0",1,3,1,3050,4,0.01
99708,675182,154,48.22353,16.31773,4.48,4.14,5.94,"Hernals","Entire home/apt",4,1,2,"0","1","0",1,17,6,2144,5,0.08
19096,808772,56,48.19527,16.36374,1.6,4.45,1.33,"Wieden","Private room",2,1,1,"0","0","0",0.92,1,426,4781,4.76,2.67
40537,809077,73,48.19469,16.35963,1.81,4.13,1.48,"Margareten","Entire home/apt",3,1,1,"0","0","1",0.99,11,101,3391,4.83,0.89
66218,809077,87,48.19469,16.35963,1.81,4.13,1.48,"Margareten","Entire home/apt",5,1,2,"0","0","1",0.99,11,91,4685,4.71,0.58
17988,495496,89,48.19571,16.37501,1.38,5.28,1.17,"Wieden","Entire home/apt",3,1,2,"0","1","0",0.58,1,183,4725,4.68,1.16
23535,4111982,99,48.19278,16.34131,2.94,2.76,2.54,"Mariahilf","Entire home/apt",6,2,4,"0","0","0",0.15,2,50,4270,4.94,0.35
16215,861392,139,48.22728,16.37061,2.15,6.59,4.68,"Brigittenau","Entire home/apt",5,1,3,"0","0","1",0.81,4,52,4271,4.79,0.37
93518,1108400,58,48.21892,16.38377,1.42,6.82,3.82,"Leopoldstadt","Entire home/apt",4,1,3,"1","0","1",1,13,157,4300,4.6,1.1
39393,4208823,120,48.19717,16.35436,1.87,3.82,1.95,"Mariahilf","Entire home/apt",2,1,1,"0","0","0",0.9,1,67,4276,4.87,0.47
63240,358163,85,48.23796,16.42418,5.01,10.48,6.95,"Donaustadt","Entire home/apt",4,1,2,"0","0","0",0,4,9,3601,4.78,0.07
38824,4361476,108,48.2012,16.34504,2.25,3.35,2.76,"Neubau","Entire home/apt",2,1,1,"0","0","1",0.57,9,23,4081,4.87,0.17
10040,4236636,100,48.20664,16.39123,1.31,6.75,2.71,"Landstraße","Entire home/apt",4,1,1,"0","0","0",1,7,100,3813,4.83,0.79
24425,4361476,90,48.20083,16.3453,2.25,3.35,2.72,"Neubau","Entire home/apt",2,1,1,"0","0","1",0.57,9,25,4203,4.92,0.18
82819,4361476,95,48.20099,16.34488,2.27,3.33,2.76,"Neubau","Entire home/apt",2,1,1,"0","0","1",0.57,9,30,4183,4.79,0.22
61655,1440944,72,48.19328,16.36755,1.71,4.69,1,"Wieden","Entire home/apt",4,1,1,"0","0","1",1,3,288,4388,4.67,1.97
68526,1108400,54,48.21699,16.3839,1.25,6.72,3.61,"Leopoldstadt","Entire home/apt",4,1,4,"0","0","1",1,13,248,4635,4.62,1.61
87008,1100216,49,48.18461,16.35976,2.81,4.07,1.03,"Margareten","Entire home/apt",4,1,2,"0","1","1",1,2,331,4609,4.51,2.15
53041,1537009,69,48.23456,16.37933,2.97,7.62,5.5,"Brigittenau","Entire home/apt",4,1,1,"0","0","0",1,2,87,4631,4.5,0.56
87836,1547126,320,48.20994,16.3787,0.43,6.02,2.77,"Innere Stadt","Entire home/apt",6,2,2,"0","0","1",0.99,55,495,4609,4.66,3.22
16133,1557725,94,48.1967811584473,16.403787612915,2.56,7.4,2.58,"Landstraße","Entire home/apt",2,1,2,"0","0","1",0.88,6,20,4508,4.75,0.13
43522,518644,49,48.1949,16.35879,1.83,4.08,1.54,"Margareten","Private room",2,2,0,"1","0","0",0.77,33,74,4571,4.51,0.49
31811,809077,141,48.19469,16.35963,1.81,4.13,1.48,"Margareten","Entire home/apt",7,2,4,"0","0","1",0.99,11,238,4778,4.78,1.49
49894,827783,91,48.21664,16.37842,1.02,6.35,3.51,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","1",0.96,1,250,4791,4.82,1.57
19639,861392,199,48.2272796630859,16.3706130981445,2.15,6.59,4.68,"Brigittenau","Entire home/apt",6,1,4,"0","0","1",0.81,4,56,4749,4.63,0.35
95277,675182,100,48.22356,16.31781,4.48,4.15,5.94,"Hernals","Entire home/apt",2,1,2,"0","1","0",1,17,2,2898,5,0.02
19325,675182,122,48.22353,16.31773,4.48,4.14,5.94,"Hernals","Entire home/apt",3,1,2,"0","1","0",1,17,1,2962,5,0.01
36509,675182,90,48.22356,16.31781,4.48,4.15,5.94,"Hernals","Entire home/apt",2,1,1,"0","1","0",1,17,6,4353,5,0.04
24402,175131,160,48.18467,16.32795,4.27,1.73,3.39,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,3,"0","1","1",0.88,16,107,4469,4.9,0.72
74501,1100216,50,48.18461,16.35976,2.81,4.07,1.03,"Margareten","Entire home/apt",4,1,3,"0","1","1",1,2,197,4566,4.45,1.29
81502,1675660,79,48.20902,16.3317,3.11,3.13,4.08,"Ottakring","Entire home/apt",2,1,1,"0","0","0",0.75,1,71,4448,4.89,0.48
55220,1738140,278,48.168,16.33033,5.49,2.85,3.74,"Meidling","Private room",4,2,2,"0","0","1",0,3,64,3613,4.67,0.53
87584,1771038,145,48.20916,16.39557,1.63,7.14,3.11,"Landstraße","Entire home/apt",5,1,2,"0","0","0",1,1,35,3904,4.71,0.27
90685,1785960,33,48.21912,16.30937,4.92,3.56,6.07,"Ottakring","Private room",2,2,1,"0","0","0",0.91,2,237,4553,4.92,1.56
80562,4417358,76,48.23549,16.41152,4.14,9.54,6.25,"Donaustadt","Entire home/apt",3,2,3,"0","1","0",0.5,1,71,4278,4.77,0.5
42605,5783,127,48.2173347473145,16.3888912200928,1.53,7.06,3.74,"Leopoldstadt","Entire home/apt",4,1,2,"0","0","1",0.98,2,449,3906,4.44,3.45
26151,4331202,460,48.20319,16.36675,0.75,4.91,2.06,"Innere Stadt","Entire home/apt",8,3,4,"0","1","1",1,72,153,3622,4.75,1.27
35558,4468399,80,48.22439,16.34076,3.04,4.91,4.99,"Währing","Entire home/apt",2,1,2,"0","0","0",0.56,1,116,4269,4.87,0.82
24214,175131,274,48.18444,16.32717,4.33,1.67,3.45,"Rudolfsheim-Fünfhaus","Entire home/apt",8,2,7,"0","1","1",0.88,16,233,4133,4.88,1.69
24286,358163,49,48.19108,16.38747,2.15,6.13,1.21,"Landstraße","Entire home/apt",2,1,1,"0","0","0",0,4,24,3623,4.71,0.2
33193,4805531,48,48.20087,16.34443,2.31,3.29,2.77,"Neubau","Private room",2,1,2,"1","0","0",0.93,1,55,4203,4.83,0.39
44975,4935851,75,48.22843,16.33584,3.6,5.12,5.56,"Währing","Entire home/apt",5,2,2,"0","0","1",0.95,2,198,4226,4.8,1.41
92948,1280395,94,48.19283,16.34387,2.78,2.95,2.36,"Mariahilf","Private room",2,1,1,"0","0","0",0.54,3,14,2820,4.93,0.15
87583,518644,63,48.19444,16.35969,1.84,4.13,1.45,"Margareten","Private room",2,2,1,"1","0","1",0.77,33,123,4511,4.58,0.82
50502,1963384,100,48.20904,16.37182,0.17,5.51,2.65,"Innere Stadt","Entire home/apt",2,1,1,"0","0","0",1,1,94,4381,4.88,0.64
44723,1833176,120,48.21564,16.37199,0.85,5.88,3.38,"Innere Stadt","Entire home/apt",2,1,1,"0","1","0",0.83,4,42,4220,4.69,0.3
96012,1833176,106,48.21496,16.37161,0.78,5.82,3.31,"Innere Stadt","Entire home/apt",2,1,1,"0","1","0",0.83,4,131,4513,4.67,0.87
27368,1833176,125,48.21351,16.37282,0.61,5.81,3.14,"Innere Stadt","Entire home/apt",2,1,1,"0","0","0",0.83,4,77,4353,4.64,0.53
41541,675182,149,48.22356,16.31781,4.48,4.15,5.94,"Hernals","Entire home/apt",4,1,4,"0","0","0",1,17,1,98,5,0.31
69105,675182,149,48.22356,16.31781,4.48,4.15,5.94,"Hernals","Entire home/apt",4,1,2,"0","0","0",1,17,3,4136,4.67,0.02
96604,675182,95,48.22509,16.31632,4.65,4.29,6.14,"Hernals","Entire home/apt",2,1,1,"0","0","0",1,17,1,480,5,0.06
50631,675182,95,48.22501,16.31557,4.69,4.27,6.17,"Hernals","Entire home/apt",2,1,1,"0","0","0",1,17,6,3969,5,0.05
53203,675182,95,48.22501,16.31557,4.69,4.27,6.17,"Hernals","Entire home/apt",2,1,1,"0","0","0",1,17,4,1767,5,0.07
47543,2015270,45,48.2184,16.39906,2.21,7.79,4.14,"Leopoldstadt","Entire home/apt",3,1,3,"0","0","0",1,2,285,4506,4.64,1.9
86819,518644,55,48.19353,16.36057,1.89,4.18,1.34,"Margareten","Entire home/apt",2,1,1,"0","0","1",0.77,33,95,3175,4.34,0.9
92114,518644,40,48.19536,16.35912,1.78,4.11,1.55,"Margareten","Private room",2,2,1,"1","0","1",0.77,33,27,2041,4.63,0.4
54195,518644,68,48.19407,16.35876,1.91,4.06,1.47,"Margareten","Entire home/apt",4,2,2,"0","0","1",0.77,33,24,4513,4.52,0.16
54982,518644,29,48.19465,16.36058,1.78,4.2,1.42,"Margareten","Private room",2,2,1,"0","0","1",0.77,33,24,4514,4.39,0.16
46716,518644,39,48.19369,16.35899,1.93,4.07,1.43,"Margareten","Private room",2,1,1,"0","0","0",0.77,33,1,2012,4,0.01
38077,675182,211,48.22365,16.31742,4.51,4.15,5.96,"Hernals","Entire home/apt",5,1,5,"0","0","0",1,17,1,3903,4,0.01
79368,4558118,80,48.189,16.32601,4.12,1.57,3.56,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,1,"0","0","0",0.66,4,146,4182,4.75,1.05
53405,4999922,78,48.22025,16.34036,2.81,4.51,4.61,"Währing","Entire home/apt",3,1,1,"0","0","0",0,1,62,4170,4.67,0.45
51487,833967,76,48.21494,16.37844,0.84,6.25,3.32,"Leopoldstadt","Entire home/apt",3,1,3,"0","0","1",1,4,792,4171,4.67,5.7
57484,4642438,76,48.21599,16.34529,2.28,4.38,4.01,"Alsergrund","Entire home/apt",4,1,2,"0","0","0",1,1,126,4177,4.64,0.9
73527,4236636,136,48.19289,16.38533,1.9,5.99,1.21,"Landstraße","Entire home/apt",6,2,3,"0","0","0",1,7,57,3920,4.63,0.44
24535,2327667,62,48.21945,16.39944,2.29,7.86,4.25,"Leopoldstadt","Entire home/apt",4,1,1,"0","0","0",0.98,3,149,3946,4.39,1.13
93068,1391676,263,48.21133,16.37083,0.42,5.57,2.91,"Innere Stadt","Entire home/apt",7,1,5,"0","0","0",1,2,148,4169,4.85,1.07
61464,675182,211,48.22365,16.31742,4.51,4.15,5.96,"Hernals","Entire home/apt",5,1,5,"0","0","0",1,17,1,2691,5,0.01
36502,965759,129,48.21919,16.35505,1.85,5.14,4.02,"Alsergrund","Entire home/apt",6,1,4,"0","0","0",0.88,2,94,4377,4.72,0.64
98298,518644,45,48.19347,16.359,1.95,4.06,1.42,"Margareten","Private room",2,2,1,"0","0","1",0.77,33,93,4758,4.62,0.59
42952,518644,65,48.19496,16.35896,1.82,4.09,1.53,"Margareten","Entire home/apt",4,2,2,"1","0","1",0.77,33,95,4764,4.56,0.6
10412,2150005,64,48.19306,16.38798,1.98,6.19,1.37,"Landstraße","Entire home/apt",2,1,1,"0","0","1",1,4,522,4486,4.75,3.49
20761,518644,69,48.1935,16.35862,1.97,4.04,1.44,"Margareten","Entire home/apt",5,1,3,"0","0","1",0.77,33,36,3210,4.58,0.34
58181,518644,65,48.19532,16.35901,1.79,4.1,1.56,"Margareten","Entire home/apt",5,1,3,"1","0","1",0.77,33,92,3208,4.51,0.86
40570,2262994,76,48.19983,16.33778,2.81,2.81,3.11,"Rudolfsheim-Fünfhaus","Entire home/apt",5,1,1,"0","0","0",0.95,2,838,4466,4.87,5.63
52520,2293155,50,48.21189,16.34926,1.85,4.28,3.47,"Josefstadt","Entire home/apt",2,1,1,"0","0","0",0.43,1,180,4486,4.72,1.2
84521,2327667,68,48.23536,16.38022,3.07,7.73,5.59,"Brigittenau","Entire home/apt",4,1,1,"0","0","0",0.98,3,66,4457,4.47,0.44
24744,2150005,54,48.19306,16.38798,1.98,6.19,1.37,"Landstraße","Entire home/apt",2,1,1,"0","0","1",1,4,572,4491,4.69,3.82
35945,13336646,141,48.19676,16.28851,6.43,1.62,6.44,"Penzing","Entire home/apt",4,1,2,"0","0","0",1,9,8,4423,4.57,0.05
90339,2418146,77,48.22875,16.37405,2.3,6.89,4.84,"Brigittenau","Entire home/apt",4,2,2,"1","0","0",0.99,17,127,4158,4.88,0.92
53927,175131,108,48.18444,16.32715,4.33,1.67,3.45,"Rudolfsheim-Fünfhaus","Entire home/apt",3,1,3,"0","1","1",0.88,16,185,4725,4.86,1.17
16600,358842,45,48.21971,16.37903,1.35,6.57,3.85,"Leopoldstadt","Private room",2,2,2,"0","0","0",0.92,3,32,4506,4.91,0.21
67700,518644,34,48.19372,16.35862,1.95,4.04,1.46,"Margareten","Private room",2,1,1,"1","0","1",0.77,33,38,4699,4.51,0.24
63517,1108400,106,48.2135353088379,16.3775196075439,0.67,6.12,3.16,"Leopoldstadt","Entire home/apt",4,1,3,"0","0","1",1,13,615,4729,4.59,3.9
82325,1108400,67,48.21269,16.37841,0.62,6.13,3.07,"Leopoldstadt","Entire home/apt",2,1,2,"0","0","1",1,13,801,4643,4.43,5.18
62352,707631,98,48.23187,16.37551,2.65,7.21,5.18,"Brigittenau","Entire home/apt",4,1,2,"0","0","1",0.5,1,6,408,4.33,0.44
76153,1174158,36,48.20925,16.2307,10.59,6.03,10.92,"Penzing","Private room",2,2,1,"0","0","0",0.6,1,4,447,5,0.27
57801,5329109,90,48.19178,16.36886,1.85,4.76,0.81,"Wieden","Entire home/apt",2,1,1,"0","0","0",0.61,3,26,4137,4.73,0.19
41516,1441217,95,48.19947,16.3641,1.19,4.59,1.73,"Mariahilf","Entire home/apt",2,2,2,"0","0","1",0.72,6,349,4184,4.35,2.5
76074,5361631,85,48.18374,16.32163,4.71,1.29,3.86,"Meidling","Entire home/apt",4,2,2,"0","0","0",1,1,145,4166,4.81,1.04
42262,3318130,300,48.20139,16.33181,3.19,2.54,3.58,"Rudolfsheim-Fünfhaus","Entire home/apt",3,2,2,"0","0","0",0,1,55,4154,4.84,0.4
79160,344610,131,48.19172859,16.38858604,2.13,6.22,1.32,"Landstraße","Entire home/apt",4,1,1,"0","0","1",0.89,1,66,3133,4.86,0.63
91117,2391996,89,48.17984,16.32205,4.95,1.51,3.87,"Meidling","Entire home/apt",6,1,4,"1","0","0",0.69,1,95,2905,4.72,0.98
66156,1271221,64,48.19148,16.39017,2.22,6.33,1.41,"Landstraße","Entire home/apt",5,1,2,"0","0","1",1,2,257,4688,4.71,1.64
29391,1280331,90,48.1921441842723,16.3429266510056,2.88,2.86,2.4,"Mariahilf","Entire home/apt",5,2,3,"0","0","1",1,1,180,4637,4.8,1.16
56136,2271419,118,48.17297,16.37754,3.92,5.61,1.4,"Favoriten","Entire home/apt",4,2,2,"1","0","0",1,4,52,4469,4.49,0.35
77746,442912,250,48.20845,16.37722,0.27,5.85,2.59,"Innere Stadt","Entire home/apt",4,1,2,"1","0","1",0.15,2,113,4395,4.77,0.77
12285,1651453,90,48.19159,16.34185,2.98,2.78,2.46,"Mariahilf","Entire home/apt",2,1,1,"0","0","0",0.95,2,88,4416,4.93,0.6
69969,2671443,110,48.2012128633826,16.3897621509405,1.42,6.47,2.14,"Landstraße","Private room",2,1,1,"0","0","0",0.97,1,218,3923,4.91,1.67
94297,2757977,58,48.20879,16.34266,2.3,3.68,3.48,"Josefstadt","Private room",2,2,1,"0","0","0",0.99,1,226,4361,4.42,1.55
64660,2805014,69,48.2615343425674,16.3875795793792,6.03,10.28,8.54,"Floridsdorf","Entire home/apt",2,1,1,"0","0","0",0.83,3,7,2692,3.71,0.08
42280,2805014,75,48.2614720259876,16.3875797941251,6.03,10.27,8.54,"Floridsdorf","Entire home/apt",2,1,2,"0","0","0",0.83,3,10,2693,4.7,0.11
74084,518644,70,48.19446,16.36087,1.79,4.22,1.39,"Margareten","Entire home/apt",4,2,2,"0","0","1",0.77,33,37,4712,4.75,0.24
90286,518644,85,48.19554,16.35863,1.78,4.08,1.59,"Margareten","Entire home/apt",5,1,3,"1","0","1",0.77,33,57,4711,4.5,0.36
99798,1280395,96,48.19285,16.34503,2.71,3.03,2.28,"Mariahilf","Entire home/apt",3,1,1,"0","0","0",0.54,3,54,4303,4.78,0.38
35448,1266494,60,48.21928,16.38104,1.36,6.67,3.82,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","0",0.89,2,140,4647,4.91,0.9
73404,175131,175,48.20549,16.35443,1.45,4.19,2.66,"Neubau","Entire home/apt",8,2,5,"0","1","1",0.88,16,252,4705,4.84,1.61
86222,1384125,89,48.21992,16.37994,1.4,6.64,3.88,"Leopoldstadt","Entire home/apt",4,1,2,"0","0","1",0.97,1,196,4673,4.74,1.26
74615,1143756,65,48.22189,16.39857,2.4,7.93,4.47,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","0",0.71,1,407,4637,4.44,2.63
37454,2805014,89,48.26149,16.38753,6.03,10.27,8.54,"Floridsdorf","Entire home/apt",2,2,2,"1","0","0",0.83,3,4,2693,4.75,0.04
64739,608240,104,48.20845,16.37793,0.32,5.9,2.6,"Innere Stadt","Entire home/apt",3,1,2,"0","0","0",1,2,600,4432,4.89,4.06
88172,2849095,55,48.19197,16.39073,2.19,6.38,1.47,"Landstraße","Entire home/apt",3,2,1,"0","0","0",0.97,1,217,3769,4.47,1.73
30192,540246,108,48.2150951921738,16.3394900388971,2.65,4.02,4.17,"Hernals","Entire home/apt",4,1,3,"0","1","1",0.92,20,345,4410,4.62,2.35
32466,3027372,100,48.20142,16.3515,1.8,3.79,2.43,"Neubau","Entire home/apt",2,1,1,"0","0","1",0.98,1,207,4287,4.98,1.45
73166,3049637,41,48.19295,16.36607,1.77,4.57,1.02,"Wieden","Entire home/apt",2,1,1,"0","0","1",1,6,372,4400,4.74,2.54
89224,2915187,105,48.21218,16.38909,1.23,6.82,3.2,"Landstraße","Entire home/apt",4,2,1,"0","1","0",1,2,214,4170,4.87,1.54
73657,5488568,84,48.19193,16.34882,2.57,3.29,1.98,"Mariahilf","Entire home/apt",3,1,2,"0","0","0",0.6,1,20,4091,4.95,0.15
59861,5495397,85,48.22003,16.34161,2.72,4.55,4.54,"Währing","Entire home/apt",4,1,2,"0","0","1",0.79,2,41,4029,4.95,0.31
94031,5495397,57,48.22003,16.34161,2.72,4.55,4.54,"Währing","Entire home/apt",2,1,1,"0","0","1",0.79,2,125,4098,4.69,0.92
89330,5329109,140,48.18951,16.3693,2.09,4.77,0.57,"Wieden","Entire home/apt",5,1,1,"0","0","0",0.61,3,23,4170,4.87,0.17
94954,5634518,89,48.20678,16.34603,2.05,3.74,3.15,"Neubau","Entire home/apt",2,1,1,"0","0","1",1,4,337,4104,4.79,2.46
61490,5647750,106,48.19593,16.36055,1.66,4.23,1.53,"Wieden","Entire home/apt",2,1,1,"0","1","1",0.99,3,287,4150,4.86,2.07
25702,5654805,73,48.18193,16.36169,3.04,4.25,0.96,"Margareten","Entire home/apt",2,2,1,"0","0","0",0.87,1,87,4150,4.93,0.63
16622,5634518,104,48.20447,16.34841,1.91,3.75,2.84,"Neubau","Entire home/apt",2,2,2,"0","0","1",1,4,396,3931,4.85,3.02
18982,5748098,85,48.21408,16.34166,2.46,4.04,3.99,"Josefstadt","Entire home/apt",2,1,2,"1","0","0",0.55,1,70,4113,4.8,0.51
47768,1266494,60,48.21928,16.38104,1.36,6.67,3.82,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","0",0.89,2,130,4535,4.92,0.86
39478,1422776,112,48.18747,16.34898,2.93,3.26,1.84,"Margareten","Entire home/apt",2,2,1,"0","0","0",0.67,1,11,4636,5,0.07
80942,13336646,132,48.1969,16.28869,6.42,1.62,6.43,"Penzing","Entire home/apt",6,1,3,"0","0","0",1,9,16,3524,4.5,0.14
88120,13336646,194,48.1971,16.28906,6.38,1.61,6.41,"Penzing","Entire home/apt",8,2,4,"0","0","0",1,9,38,3518,4.45,0.32
96620,3525897,150,48.1920013427734,16.3101501464844,5.03,0.65,4.77,"Penzing","Entire home/apt",2,1,1,"1","0","1",0.41,2,71,3983,4.84,0.53
11834,13336646,126,48.19558,16.29074,6.3,1.41,6.25,"Penzing","Entire home/apt",4,1,2,"0","0","0",1,9,20,3245,4.45,0.18
52220,1109415,170,48.18894,16.30686,5.39,0.23,4.97,"Penzing","Entire home/apt",4,2,2,"0","1","0",1,1,50,4035,4.76,0.37
51042,1426583,148,48.19931,16.36627,1.12,4.74,1.65,"Wieden","Entire home/apt",3,1,1,"0","0","0",0.82,4,29,4300,4.93,0.2
66528,3632088,130,48.21022,16.35098,1.69,4.26,3.24,"Josefstadt","Entire home/apt",4,1,2,"0","0","0",1,2,559,4357,4.73,3.85
46939,3647503,109,48.21753,16.41384,3.16,8.74,4.66,"Leopoldstadt","Entire home/apt",4,1,3,"0","1","0",1,2,39,4269,4.87,0.27
86098,3681293,146,48.18982,16.36472,2.14,4.44,0.83,"Wieden","Entire home/apt",6,3,4,"0","1","1",0.96,3,481,3905,4.78,3.7
86383,3525897,100,48.19089,16.31,5.09,0.55,4.76,"Penzing","Entire home/apt",2,1,1,"0","0","0",0.41,2,38,2635,4.74,0.43
56437,5874520,50,48.21767,16.37713,1.1,6.33,3.61,"Leopoldstadt","Entire home/apt",1,1,1,"0","0","0",0.93,84,31,3956,4.3,0.24
85175,5874520,75,48.21769,16.37506,1.07,6.2,3.61,"Leopoldstadt","Entire home/apt",4,1,4,"0","0","0",0.93,84,38,3816,4.37,0.3
98460,8648007,46,48.23564,16.37959,3.1,7.72,5.62,"Brigittenau","Entire home/apt",2,1,1,"0","0","0",0.75,7,362,4012,4.72,2.71
79349,5329109,90,48.18581,16.37184,2.48,4.96,0.15,"Wieden","Private room",3,1,3,"0","0","0",0.61,3,7,3936,5,0.05
18175,5922712,49,48.204834,16.335833,2.82,3.01,3.55,"Ottakring","Entire home/apt",2,1,2,"1","0","0",0.82,2,19,4098,4.79,0.14
86368,5924508,80,48.19746,16.39606,2.04,6.85,2.14,"Landstraße","Entire home/apt",2,1,1,"0","0","0",0.88,1,98,4142,4.85,0.71
27745,5941204,55,48.19854,16.33265,3.22,2.4,3.38,"Rudolfsheim-Fünfhaus","Entire home/apt",2,2,1,"0","0","1",0.96,4,406,4097,4.63,2.97
63872,5999129,99,48.19,16.34708,2.81,3.14,2.04,"Mariahilf","Entire home/apt",6,1,6,"0","0","0",1,2,381,4140,4.69,2.76
39132,6037264,240,48.19801,16.38555,1.43,6.09,1.67,"Landstraße","Entire home/apt",2,2,1,"0","0","0",0.2,1,11,3651,4.91,0.09
10030,6044442,60,48.21488,16.32032,4.02,3.28,5.14,"Ottakring","Entire home/apt",2,1,1,"0","0","0",0.99,7,21,4126,4.76,0.15
17587,2813542,105,48.21818,16.40254,2.42,8.01,4.24,"Leopoldstadt","Entire home/apt",5,1,5,"0","0","0",0.99,2,256,3989,4.93,1.93
14619,1137320,122,48.22716,16.37036,2.13,6.57,4.66,"Brigittenau","Entire home/apt",5,1,3,"0","0","1",1,3,71,3628,4.75,0.59
55979,8746106,125,48.24518,16.31013,6.26,6.45,8.16,"Döbling","Entire home/apt",4,1,1,"0","0","0",0.5,1,9,2824,4.67,0.1
78782,8443421,61,48.18623,16.33796,3.59,2.45,2.65,"Meidling","Entire home/apt",2,1,1,"0","0","0",0.14,3,37,3824,4.76,0.29
61572,8849915,120,48.19803,16.35588,1.73,3.96,1.94,"Mariahilf","Entire home/apt",2,1,1,"0","0","0",0.69,3,13,3901,5,0.1
99551,1433653,60,48.21289,16.3325,3.09,3.51,4.33,"Ottakring","Entire home/apt",3,2,1,"0","1","0",0.67,2,17,3728,5,0.14
80777,13023159,60,48.20762,16.3515,1.64,4.13,2.98,"Josefstadt","Entire home/apt",2,1,1,"0","0","0",0,1,54,3697,4.81,0.44
21666,12466450,192,48.2107,16.37075,0.36,5.53,2.84,"Innere Stadt","Entire home/apt",2,1,2,"0","0","0",1,2,303,3790,4.84,2.4
43026,13532859,189,48.1947174072266,16.2787380218506,7.19,2.12,7.11,"Penzing","Entire home/apt",7,2,7,"0","0","0",0.86,2,33,3746,4.91,0.26
97904,13576232,49,48.1918,16.29751,5.92,0.75,5.69,"Penzing","Entire home/apt",3,1,2,"0","0","1",0.58,1,74,3693,4.77,0.6
80944,5874520,80,48.21921,16.37713,1.26,6.42,3.78,"Leopoldstadt","Entire home/apt",1,1,2,"0","0","0",0.93,84,8,3042,4.88,0.08
86791,5874520,60,48.2176,16.3753,1.07,6.21,3.6,"Leopoldstadt","Entire home/apt",1,1,1,"0","0","0",0.93,84,21,3925,4.55,0.16
99435,6044442,101,48.21488,16.32032,4.02,3.28,5.14,"Ottakring","Entire home/apt",4,1,6,"0","1","0",0.99,7,32,3566,4.84,0.27
12449,5874520,55,48.2161,16.36325,1.18,5.38,3.51,"Alsergrund","Entire home/apt",1,1,1,"0","0","0",0.93,84,20,3362,4.6,0.18
54499,5874520,50,48.21525,16.36156,1.2,5.22,3.45,"Alsergrund","Entire home/apt",1,1,1,"0","0","0",0.93,84,20,4021,4.15,0.15
11672,5874520,65,48.17419,16.39723,4.16,6.99,2.14,"Simmering","Entire home/apt",2,1,1,"0","0","0",0.93,84,10,3903,4.7,0.08
29850,5874520,80,48.20272,16.37217,0.61,5.27,1.94,"Innere Stadt","Entire home/apt",1,1,1,"0","0","0",0.93,84,40,4098,4.62,0.29
