"ID","host_id","price_dollars","latitude","longitude","dist_stephansdom_km","dist_schonbrunn_km","dist_train_station_km","neighbourhood","room_type","accomodates","bathrooms","beds","cleaning_service","air_conditioning","self_checkin","host_acceptance_rate","host_listings_count","number_of_reviews","apt_age_days","review_scores_rating","reviews_per_month"
50702,67879235,178,48.20451,16.35475,1.45,4.16,2.56,"Neubau","Entire home/apt",4,2,2,"1","1","1",1,5,202,2935,4.99,2.06
22466,25161037,104,48.21174,16.34769,1.96,4.18,3.52,"Josefstadt","Entire home/apt",5,2,2,"0","0","0",0.98,1,191,2903,4.71,1.97
96871,23443905,88,48.19502,16.4069,2.86,7.6,2.69,"Landstraße","Entire home/apt",3,1,2,"0","0","1",0.96,15,23,2558,4.26,0.27
75863,23443905,92,48.19494,16.40691,2.87,7.6,2.69,"Landstraße","Entire home/apt",3,1,2,"0","0","1",0.96,15,14,2911,4.36,0.14
53473,20651672,40,48.1834,16.35096,3.22,3.44,1.69,"Margareten","Entire home/apt",2,1,1,"0","0","0",0.72,3,56,3087,4.75,0.54
48460,39158443,200,48.2116,16.36767,0.59,5.38,2.96,"Innere Stadt","Entire home/apt",2,2,2,"0","0","0",0.99,2,268,3066,4.92,2.62
44621,19835600,264,48.22358,16.36047,1.98,5.76,4.37,"Alsergrund","Entire home/apt",6,1,4,"0","0","1",0.89,4,156,2976,4.94,1.57
55775,73365861,75,48.26202,16.38569,6.06,10.24,8.58,"Floridsdorf","Entire home/apt",2,1,1,"0","0","0",0.75,1,21,1714,4.86,0.37
25126,67936811,129,48.1911448205533,16.3382258116394,3.23,2.5,2.71,"Mariahilf","Entire home/apt",6,1,3,"1","1","1",1,2,22,543,4.64,1.22
15189,25527722,110,48.1951,16.3515,2.18,3.56,1.97,"Mariahilf","Entire home/apt",4,1,2,"0","0","0",0.96,2,334,2839,4.81,3.53
23834,23334772,55,48.22407,16.39554,2.41,7.86,4.61,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","0",0.67,5,9,2220,5,0.12
14797,9719601,109,48.20125,16.34601,2.18,3.42,2.71,"Neubau","Entire home/apt",4,1,3,"0","1","1",1,14,252,3041,4.93,2.49
70388,47034279,246,48.19905,16.36773,1.1,4.83,1.59,"Wieden","Entire home/apt",6,1,4,"0","0","0",1,23,514,3037,4.87,5.08
20246,3564972,57,48.19324,16.35725,2.05,3.93,1.5,"Margareten","Entire home/apt",4,2,4,"0","1","1",1,7,396,3050,4.85,3.9
80344,52012825,96,48.24782,16.32808,5.56,6.95,7.73,"Döbling","Entire home/apt",3,1,2,"0","0","1",0.87,5,41,2584,4.9,0.48
33947,46938364,125,48.17914,16.38613,3.35,6.08,1.15,"Favoriten","Entire home/apt",5,2,3,"0","0","1",0.41,6,2,3090,5,0.02
63979,4353508,187,48.21058,16.33573,2.82,3.45,3.98,"Ottakring","Entire home/apt",6,1,3,"0","0","1",1,3,293,2943,4.63,2.99
57839,73711851,48,48.2201565267168,16.3500390092417,2.2,4.95,4.26,"Alsergrund","Private room",1,1,1,"1","0","0",0.85,1,9,89,5,3.03
14342,7368567,575,48.2114,16.3261,3.54,3.11,4.57,"Ottakring","Entire home/apt",12,4,6,"0","0","0",0.97,6,72,2872,5,0.75
91106,14070533,70,48.21527,16.34969,1.95,4.55,3.78,"Alsergrund","Entire home/apt",2,1,1,"0","0","1",0.94,51,15,1780,4.8,0.25
37681,4834372,63,48.18949,16.35368,2.54,3.62,1.55,"Margareten","Entire home/apt",2,1,3,"0","0","0",0.8,1,8,2895,3.88,0.08
56775,64388242,58,48.21692,16.37582,1,6.2,3.52,"Leopoldstadt","Entire home/apt",2,2,2,"0","0","0",0.96,7,7,997,4.86,0.21
68699,64388242,37,48.22943,16.35775,2.65,6.11,5.05,"Alsergrund","Entire home/apt",2,1,1,"0","0","0",0.96,7,43,3060,4.58,0.42
92761,1547126,214,48.214,16.36308,1.02,5.23,3.29,"Innere Stadt","Entire home/apt",4,1,1,"0","0","1",0.99,55,76,2951,4.78,0.77
53535,1643928,79,48.19013,16.37722,2.01,5.36,0.6,"Wieden","Entire home/apt",7,1,3,"0","0","1",0.97,31,524,3007,4.38,5.23
36817,31095941,119,48.21839,16.38974,1.66,7.17,3.87,"Leopoldstadt","Entire home/apt",6,2,3,"0","0","1",1,1,122,2904,4.8,1.26
40855,1493785,94,48.1765,16.37056,3.52,5.01,1,"Favoriten","Entire home/apt",4,1,1,"0","0","1",1,46,62,2041,4.76,0.91
26224,1493785,94,48.17711,16.37041,3.45,4.98,0.94,"Favoriten","Entire home/apt",5,2,1,"0","0","1",1,46,58,2169,4.83,0.8
40551,21475649,546,48.2010614,16.3796363,0.9,5.74,1.81,"Landstraße","Entire home/apt",8,2,6,"0","1","0",1,1,162,2835,4.88,1.71
10527,27775775,63,48.23711,16.38455,3.33,8.09,5.82,"Brigittenau","Entire home/apt",7,1,5,"0","0","1",0.99,109,189,3043,4.54,1.86
84685,38054509,135,48.2235,16.35277,2.31,5.37,4.52,"Alsergrund","Entire home/apt",7,2,5,"0","0","1",1,4,341,2998,4.8,3.41
75227,8494302,55,48.18415,16.35994,2.85,4.09,1.02,"Margareten","Entire home/apt",4,1,3,"1","0","1",1,9,426,2928,4.78,4.36
69055,33777292,103,48.19582,16.35765,1.81,4.02,1.67,"Margareten","Entire home/apt",4,2,1,"0","1","1",0.97,1,59,2814,4.92,0.63
70042,44265150,40,48.19969,16.39807,2.04,7.04,2.42,"Landstraße","Entire home/apt",2,1,1,"0","0","0",0.5,1,47,3004,4.94,0.47
96010,27775775,269,48.23711,16.38455,3.33,8.09,5.82,"Brigittenau","Entire home/apt",16,5,18,"0","0","1",0.99,109,29,2825,4.66,0.31
40480,4361476,115,48.20333,16.35001,1.83,3.79,2.66,"Neubau","Entire home/apt",3,1,2,"0","0","0",0.57,9,31,2834,4.97,0.33
76328,27775775,127,48.23711,16.38455,3.33,8.09,5.82,"Brigittenau","Entire home/apt",14,2,9,"0","0","1",0.99,109,149,2971,4.47,1.5
99901,69842553,73,48.19979,16.39626,1.91,6.91,2.33,"Landstraße","Entire home/apt",3,2,1,"0","1","0",0.8,1,15,3024,4.93,0.15
32231,28281613,59,48.21111,16.32933,3.3,3.21,4.36,"Ottakring","Entire home/apt",2,1,1,"0","0","1",0.98,4,206,3048,4.95,2.03
42488,66043408,70,48.2364516028557,16.354161880815,3.47,6.57,5.87,"Döbling","Entire home/apt",2,1,1,"0","0","0",1,1,17,2982,5,0.17
65438,46938364,120,48.18254,16.38126,2.9,5.68,0.64,"Favoriten","Entire home/apt",4,1,2,"0","0","0",0.41,6,14,3003,4.71,0.14
35604,78466155,70,48.20088,16.31178,4.65,1.6,4.9,"Penzing","Entire home/apt",4,1,1,"0","0","0",0.88,1,31,2443,4.97,0.38
54287,9158703,100,48.1971,16.34297,2.58,3.02,2.63,"Neubau","Entire home/apt",2,2,1,"0","0","1",0.92,23,23,2939,4.83,0.23
26006,47034279,114,48.19912,16.3655,1.16,4.68,1.65,"Wieden","Entire home/apt",2,1,1,"0","0","0",1,23,441,3040,4.88,4.35
13631,70373223,130,48.20169,16.38022,0.86,5.8,1.89,"Landstraße","Entire home/apt",4,1,2,"0","1","0",1,1,61,2996,4.59,0.61
48025,69508192,64,48.22726,16.34439,3.04,5.32,5.15,"Währing","Entire home/apt",3,1,2,"0","0","0",0,1,2,2812,5,0.02
97835,47034279,156,48.19997,16.36709,1.02,4.82,1.71,"Wieden","Entire home/apt",3,1,3,"0","0","0",1,23,340,3012,4.91,3.39
74747,4865438,79,48.19043,16.39091,2.34,6.38,1.4,"Landstraße","Entire home/apt",4,1,1,"0","0","0",1,15,16,2925,4.31,0.16
26647,71256995,65,48.19034,16.29393,6.23,0.89,5.94,"Penzing","Entire home/apt",2,1,2,"0","0","0",1,1,37,3036,4.7,0.37
39531,18579257,85,48.1717,16.32916,5.22,2.49,3.63,"Meidling","Entire home/apt",2,1,4,"0","0","1",0.68,1,46,2403,4.48,0.57
49727,64388242,95,48.19711,16.36847,1.28,4.83,1.37,"Wieden","Entire home/apt",4,2,1,"0","0","0",0.96,7,60,2968,4.87,0.61
88589,23958058,95,48.22455,16.34843,2.61,5.25,4.75,"Währing","Entire home/apt",2,1,1,"0","0","1",0.94,4,179,2971,4.94,1.81
32252,79424946,54,48.21509,16.34313,2.39,4.19,4.01,"Josefstadt","Entire home/apt",1,1,2,"0","0","0",0.17,1,10,2954,4.3,0.1
16501,51891892,68,48.2161,16.34974,1.98,4.62,3.86,"Alsergrund","Entire home/apt",4,1,2,"0","0","1",0.98,4,97,2930,4.71,0.99
13102,34342690,42,48.23379,16.39378,3.23,8.37,5.6,"Leopoldstadt","Private room",3,1,1,"0","0","0",0,3,29,2955,4.72,0.29
21371,23643686,249,48.21364,16.36972,0.68,5.62,3.17,"Innere Stadt","Entire home/apt",5,1,5,"0","0","0",0.97,2,378,2902,4.83,3.91
48556,71848288,65,48.19261,16.36745,1.78,4.67,0.94,"Wieden","Entire home/apt",2,1,2,"0","0","1",1,4,370,3037,4.64,3.65
42410,71903645,699,48.20752,16.34759,1.93,3.88,3.14,"Josefstadt","Entire home/apt",4,2,2,"0","0","0",0,1,206,3028,4.92,2.04
21079,14229979,50,48.23112,16.36869,2.59,6.79,5.11,"Brigittenau","Entire home/apt",1,2,1,"0","0","0",1,2,28,3029,4.82,0.28
30991,18049596,90,48.18979,16.37575,2.04,5.25,0.53,"Wieden","Entire home/apt",2,1,1,"0","0","0",0.2,1,5,2913,4.8,0.05
30315,73817425,89,48.22021,16.33882,2.91,4.44,4.66,"Währing","Entire home/apt",2,1,1,"0","0","0",0.37,2,46,2960,4.54,0.47
92215,14070533,73,48.21527,16.34969,1.95,4.55,3.78,"Alsergrund","Entire home/apt",2,1,1,"0","0","1",0.94,51,30,1195,4.93,0.75
99745,1547126,343,48.2141,16.36193,1.09,5.17,3.32,"Innere Stadt","Entire home/apt",6,2,2,"0","0","1",0.99,55,330,2976,4.77,3.33
27193,1547126,256,48.21552,16.36341,1.12,5.35,3.45,"Alsergrund","Entire home/apt",4,1,1,"0","0","1",0.99,55,39,2961,4.79,0.4
94845,14070533,170,48.2149263881814,16.3487183438601,2,4.47,3.78,"Josefstadt","Entire home/apt",6,2,3,"0","0","1",0.94,51,2,1906,5,0.03
96162,9364433,101,48.19106,16.38482,2.07,5.93,1.05,"Landstraße","Entire home/apt",4,1,2,"0","0","0",0.98,1,78,2914,4.87,0.8
61496,46938364,115,48.18281,16.37912,2.84,5.52,0.49,"Favoriten","Entire home/apt",4,1,2,"0","0","0",0.41,6,2,1139,5,0.05
44564,1547126,307,48.21532,16.3615,1.21,5.22,3.46,"Alsergrund","Entire home/apt",6,2,2,"0","0","1",0.99,55,102,2958,4.67,1.03
93205,1547126,343,48.21541,16.36125,1.23,5.22,3.48,"Alsergrund","Entire home/apt",6,2,2,"0","0","1",0.99,55,269,2985,4.84,2.7
91104,1547126,214,48.21434,16.36145,1.14,5.16,3.36,"Alsergrund","Entire home/apt",4,1,2,"0","0","1",0.99,55,70,2957,4.83,0.71
51099,17438449,79,48.19966,16.38999,1.53,6.45,2.01,"Landstraße","Entire home/apt",2,2,1,"1","0","0",0.99,1,343,2839,4.96,3.62
51569,305673,226,48.21308,16.37216,0.57,5.75,3.09,"Innere Stadt","Entire home/apt",6,2,6,"0","1","1",0.99,6,94,2811,4.71,1
97169,1547126,276,48.21596,16.36173,1.24,5.28,3.53,"Alsergrund","Entire home/apt",6,1,1,"0","0","1",0.99,55,48,2972,4.85,0.48
21721,4512877,50,48.22048,16.4047,2.68,8.26,4.54,"Leopoldstadt","Private room",1,1,1,"0","0","0",0.44,1,29,2994,4.9,0.29
73092,47034279,197,48.19821,16.36616,1.23,4.7,1.54,"Wieden","Entire home/apt",5,1,2,"0","0","0",1,23,312,2986,4.89,3.13
80618,1547126,214,48.21596,16.36197,1.23,5.29,3.52,"Alsergrund","Entire home/apt",4,1,1,"0","0","1",0.99,55,40,2954,4.85,0.41
72241,1547126,214,48.21547,16.36164,1.21,5.24,3.47,"Alsergrund","Entire home/apt",4,1,1,"0","0","1",0.99,55,57,2974,4.7,0.57
46007,1547126,256,48.21393,16.36289,1.03,5.22,3.29,"Innere Stadt","Entire home/apt",4,1,1,"0","0","1",0.99,55,30,2968,4.8,0.3
42797,1547126,190,48.21399,16.36215,1.07,5.18,3.31,"Innere Stadt","Entire home/apt",4,1,2,"0","0","1",0.99,55,22,2964,4.77,0.22
81560,30158835,113,48.23348,16.31915,4.93,5.25,6.71,"Währing","Entire home/apt",2,2,1,"0","0","1",0.99,6,45,2521,4.89,0.54
61263,185776,90,48.222,16.34244,2.78,4.76,4.69,"Währing","Entire home/apt",3,2,1,"1","0","1",1,3,46,778,4.87,1.77
69084,31612970,80,48.24443,16.35312,4.32,7.29,6.75,"Döbling","Entire home/apt",4,1,2,"0","0","1",0.99,2,246,2900,4.76,2.54
20074,47034279,133,48.19797,16.36677,1.23,4.73,1.5,"Wieden","Entire home/apt",2,1,2,"0","0","0",1,23,391,2960,4.88,3.96
72716,87302306,95,48.19436,16.38567,1.77,6.03,1.35,"Landstraße","Entire home/apt",2,1,1,"0","0","1",0.85,2,249,2952,4.74,2.53
46903,87546451,136,48.1937,16.36885,1.64,4.79,1,"Wieden","Entire home/apt",2,2,2,"1","1","0",1,1,132,2809,4.97,1.41
88141,23958058,85,48.23179,16.32242,4.62,5.12,6.42,"Währing","Entire home/apt",2,1,1,"1","0","0",0.94,4,171,2981,4.87,1.72
90773,1547126,190,48.21434,16.3631,1.04,5.26,3.33,"Innere Stadt","Entire home/apt",4,1,2,"0","0","1",0.99,55,49,2977,4.78,0.49
38437,1547126,276,48.21399,16.36281,1.04,5.22,3.29,"Innere Stadt","Entire home/apt",6,1,1,"0","0","1",0.99,55,22,2968,4.73,0.22
95795,1547126,214,48.2138,16.36288,1.02,5.21,3.27,"Innere Stadt","Entire home/apt",4,1,1,"0","0","1",0.99,55,73,2969,4.79,0.74
63936,1036543,230,48.204082,16.389229,1.24,6.52,2.39,"Landstraße","Entire home/apt",4,1,3,"0","1","1",0.78,2,130,2988,4.95,1.31
44887,1547126,307,48.21462,16.36343,1.05,5.29,3.35,"Innere Stadt","Entire home/apt",6,1,2,"0","0","1",0.99,55,93,2950,4.76,0.95
39781,46938364,115,48.18225,16.37996,2.91,5.59,0.58,"Favoriten","Entire home/apt",4,1,2,"0","0","0",0.41,6,2,3000,5,0.02
12037,42976103,60,48.21505,16.34513,2.25,4.29,3.93,"Josefstadt","Private room",1,1,3,"0","0","0",0,1,9,2969,5,0.09
81938,40267960,122,48.1962,16.34845,2.29,3.37,2.23,"Mariahilf","Entire home/apt",4,1,2,"0","0","0",0.82,1,285,2968,4.81,2.88
84921,32957668,78,48.2156789,16.3617342,1.22,5.26,3.49,"Alsergrund","Private room",1,2,1,"0","0","0",0.44,1,107,2987,4.84,1.07
47022,82032923,110,48.19506,16.37683,1.47,5.4,1.11,"Landstraße","Entire home/apt",4,1,1,"0","0","0",1,1,156,2956,4.87,1.58
35196,87802256,85,48.25205,16.29521,7.59,7.24,9.43,"Döbling","Entire home/apt",4,1,3,"0","0","0",1,2,147,2694,4.99,1.64
82348,52492568,46,48.2061958469941,16.3448305428028,2.14,3.63,3.16,"Neubau","Private room",1,2,1,"0","0","0",0.95,1,65,479,4.94,4.07
65188,64388242,95,48.19569,16.3667,1.47,4.67,1.27,"Wieden","Entire home/apt",4,2,2,"0","0","0",0.96,7,12,1907,4.83,0.19
60938,1547126,190,48.21577,16.36197,1.21,5.28,3.5,"Alsergrund","Entire home/apt",4,1,2,"0","0","1",0.99,55,25,2950,4.68,0.25
29459,1547126,276,48.21418,16.36294,1.04,5.24,3.31,"Innere Stadt","Entire home/apt",6,1,1,"0","0","1",0.99,55,48,2950,4.85,0.49
68063,82251909,54,48.1584,16.46665,8.84,12.41,7.52,"Simmering","Entire home/apt",3,2,2,"1","0","1",0.88,2,67,2901,4.6,0.69
20354,82251909,54,48.15977,16.4682,8.83,12.48,7.56,"Simmering","Entire home/apt",2,1,1,"1","0","1",0.88,2,90,2753,4.67,0.98
22198,10627819,109,48.18972,16.34645,2.87,3.09,2.08,"Mariahilf","Entire home/apt",6,2,5,"0","0","1",1,3,58,2884,4.83,0.6
32053,1547126,343,48.214,16.36147,1.12,5.14,3.32,"Innere Stadt","Entire home/apt",8,2,3,"0","0","1",0.99,55,163,2918,4.83,1.68
58513,47034279,175,48.1985,16.36741,1.16,4.79,1.54,"Wieden","Entire home/apt",5,1,2,"0","0","0",1,23,325,2998,4.89,3.25
85556,70495983,120,48.19576,16.36561,1.49,4.59,1.31,"Wieden","Entire home/apt",5,1,3,"0","0","1",1,1,461,2951,4.63,4.69
43414,1758781,69,48.18107,16.37627,3.01,5.33,0.51,"Favoriten","Entire home/apt",4,2,1,"0","0","1",0.99,1,380,2812,4.83,4.05
20869,89146672,45,48.19334,16.35393,2.19,3.69,1.71,"Mariahilf","Entire home/apt",2,1,2,"0","1","0",0.96,1,108,2912,4.91,1.11
12945,69018621,130,48.20287,16.38425,0.98,6.13,2.11,"Landstraße","Entire home/apt",2,1,1,"0","0","1",0.99,1,155,2146,4.81,2.17
58908,89882279,50,48.18281,16.34338,3.59,2.89,2.26,"Meidling","Entire home/apt",1,1,1,"0","0","0",1,1,20,2923,4.95,0.21
16439,86713839,88,48.25548,16.36982,5.28,8.98,7.81,"Döbling","Entire home/apt",3,1,2,"0","0","0",0.5,2,4,790,4.75,0.15
71928,9190665,135,48.25113,16.34298,5.3,7.64,7.67,"Döbling","Entire home/apt",4,1,1,"0","0","1",0.67,2,3,2653,5,0.03
21620,518644,85,48.19378,16.3589,1.93,4.06,1.45,"Margareten","Entire home/apt",5,2,3,"0","0","1",0.77,33,53,2895,4.7,0.55
92624,2418146,86,48.22873,16.37182,2.3,6.77,4.83,"Brigittenau","Entire home/apt",4,2,1,"0","0","0",0.99,17,33,2852,4.91,0.35
80273,90776841,70,48.18574,16.3546,2.86,3.68,1.41,"Margareten","Entire home/apt",3,1,2,"0","0","0",0.98,1,128,2887,4.79,1.33
67708,82664533,60,48.22667,16.30283,5.64,4.39,6.98,"Hernals","Entire home/apt",2,1,1,"0","0","0",0.83,1,21,2976,5,0.21
10742,900817,140,48.1864,16.36489,2.5,4.44,0.66,"Margareten","Entire home/apt",4,2,2,"1","0","0",1,2,67,2966,4.9,0.68
49797,67879235,177,48.20451,16.35475,1.45,4.16,2.56,"Neubau","Entire home/apt",2,1,1,"1","1","1",1,5,243,2969,4.95,2.46
27889,9158703,143,48.21743,16.35572,1.69,5.04,3.81,"Alsergrund","Entire home/apt",2,2,1,"0","1","1",0.92,23,27,1032,4.78,0.78
21682,69597964,59,48.1973,16.33341,3.21,2.39,3.27,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,2,"0","0","1",0.98,4,24,1957,4.5,0.37
54849,9719601,88,48.20096,16.3461,2.19,3.41,2.69,"Neubau","Entire home/apt",2,1,1,"0","1","1",1,14,406,2869,4.93,4.25
83863,1493785,83,48.18565,16.34417,3.31,2.91,2.19,"Meidling","Entire home/apt",4,2,1,"0","0","1",1,46,24,2286,4.96,0.31
86392,90266862,90,48.19749,16.33237,3.28,2.33,3.35,"Rudolfsheim-Fünfhaus","Entire home/apt",3,2,4,"0","0","0",0,1,33,2924,4.79,0.34
84867,89085867,147,48.2148,16.3617,1.16,5.2,3.4,"Alsergrund","Entire home/apt",4,1,1,"0","0","1",1,1,180,2923,4.78,1.85
11872,47034279,179,48.19855,16.36548,1.22,4.66,1.6,"Wieden","Entire home/apt",4,1,3,"0","0","0",1,23,352,2934,4.85,3.6
65969,24704076,57,48.18194,16.35355,3.27,3.65,1.53,"Margareten","Entire home/apt",2,1,1,"0","0","1",0.95,15,120,2926,4.75,1.23
39126,96995679,27,48.20993,16.32766,3.41,3.03,4.37,"Ottakring","Private room",1,1,1,"0","0","1",0.94,11,12,2889,4.5,0.12
33052,57760086,210,48.20942,16.35364,1.49,4.37,3.07,"Josefstadt","Entire home/apt",4,2,2,"0","1","1",0.97,4,203,2832,4.97,2.15
30875,83268883,125,48.1665,16.31378,6.41,2.4,4.9,"Meidling","Entire home/apt",6,2,3,"0","0","1",1,1,38,2881,4.5,0.4
48287,1252225,85,48.20391,16.35255,1.63,3.98,2.6,"Neubau","Entire home/apt",2,1,1,"0","0","0",0.88,3,120,2971,4.98,1.21
63509,45798333,84,48.18516,16.35869,2.78,3.99,1.11,"Margareten","Entire home/apt",4,2,2,"0","0","1",0.96,1,204,2881,4.87,2.12
74592,99909244,73,48.22043,16.31463,4.58,3.76,5.87,"Ottakring","Entire home/apt",4,1,2,"0","0","1",1,3,273,2872,4.64,2.85
51310,51752361,70,48.20626,16.32258,3.79,2.48,4.45,"Ottakring","Entire home/apt",3,2,2,"0","0","1",1,1,200,2923,4.86,2.05
66106,5825764,64,48.20541,16.33022,3.23,2.75,3.92,"Ottakring","Private room",2,1,1,"1","0","0",0.89,1,60,2781,4.98,0.65
95043,86841346,111,48.18133,16.35324,3.34,3.64,1.57,"Margareten","Entire home/apt",6,1,3,"0","0","0",0.89,1,31,1509,4.74,0.62
47134,5094225,63,48.1971,16.32966,3.48,2.13,3.52,"Rudolfsheim-Fünfhaus","Entire home/apt",2,2,1,"0","0","1",0.54,4,39,2901,4.9,0.4
16876,38082486,55,48.21114,16.39154,1.37,6.94,3.17,"Landstraße","Private room",3,1,2,"0","0","0",0.88,2,295,2883,4.81,3.07
69989,35388107,65,48.22377,16.40726,3.04,8.6,4.95,"Leopoldstadt","Entire home/apt",3,1,2,"0","0","0",0.99,6,365,2962,4.66,3.7
69279,9059932,163,48.22559,16.35277,2.49,5.54,4.74,"Alsergrund","Entire home/apt",5,2,2,"0","0","1",1,1,222,2734,4.83,2.44
20955,73595573,79,48.22685,16.35906,2.35,5.95,4.75,"Alsergrund","Entire home/apt",2,1,1,"0","0","0",0.33,1,34,2808,4.97,0.36
37948,29176864,168,48.23372,16.37427,2.85,7.28,5.39,"Brigittenau","Entire home/apt",4,1,2,"0","0","1",1,32,3,2810,4.67,0.03
40695,29494065,36,48.22201,16.33092,3.52,4.32,5.17,"Hernals","Entire home/apt",5,1,5,"0","0","1",1,12,75,2860,4.43,0.79
59723,29176864,112,48.23367,16.37519,2.85,7.33,5.38,"Brigittenau","Entire home/apt",4,1,4,"0","0","1",1,32,8,2810,4.63,0.09
65546,29176864,112,48.23373,16.37556,2.86,7.35,5.39,"Brigittenau","Entire home/apt",4,1,4,"0","0","1",1,32,5,2810,4.8,0.05
87513,909601,455,48.21817,16.40788,2.78,8.37,4.45,"Leopoldstadt","Entire home/apt",4,3,5,"1","1","1",1,9,23,2602,4.83,0.27
62170,22607058,120,48.20986,16.39037,1.26,6.81,3,"Landstraße","Entire home/apt",4,1,1,"0","0","1",0.98,5,145,2285,4.87,1.9
16667,101234301,350,48.1902,16.36672,2.05,4.59,0.75,"Wieden","Entire home/apt",6,1,3,"0","0","1",0,2,17,2872,4.69,0.18
44647,22655123,171,48.21038,16.35419,1.46,4.46,3.14,"Josefstadt","Entire home/apt",6,1,3,"0","0","1",1,5,158,2907,4.82,1.63
83283,59901172,99,48.19246,16.35892,2.05,4.04,1.35,"Margareten","Entire home/apt",2,1,1,"0","0","0",1,6,123,2902,4.8,1.27
70399,11549356,110,48.2452,16.34,4.82,6.95,7.12,"Döbling","Entire home/apt",4,1,4,"0","0","1",0.87,1,87,2902,4.84,0.9
40246,92233522,48,48.2018,16.34819,2.01,3.59,2.63,"Neubau","Private room",2,1,1,"0","0","0",0.82,1,31,2839,4.94,0.33
93956,12958775,75,48.17804,16.32095,5.14,1.56,3.99,"Meidling","Entire home/apt",4,1,1,"0","0","0",0.2,3,22,2930,4.91,0.23
66570,101234301,200,48.19192,16.3668,1.87,4.61,0.9,"Wieden","Entire home/apt",2,1,1,"0","0","0",0,2,47,2874,4.74,0.49
79823,909601,600,48.21817,16.40788,2.78,8.37,4.45,"Leopoldstadt","Entire home/apt",6,2,7,"1","1","1",1,9,24,2692,5,0.27
95838,10281621,42,48.19991,16.33647,2.9,2.73,3.2,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,2,"0","0","1",1,13,293,2813,4.74,3.12
74066,13933819,95,48.23081,16.37088,2.54,6.88,5.07,"Brigittenau","Entire home/apt",3,2,2,"1","0","1",0.6,3,7,2747,4.86,0.08
48268,107653837,140,48.1858,16.35324,2.9,3.58,1.51,"Margareten","Entire home/apt",4,2,3,"0","0","0",0.48,1,199,2769,4.77,2.16
76148,29494065,35,48.21984,16.33011,3.48,4.08,5.02,"Hernals","Entire home/apt",3,1,3,"0","0","1",1,12,12,2814,4.58,0.13
69493,2764320,38,48.19136,16.33828,3.21,2.51,2.71,"Mariahilf","Entire home/apt",3,1,2,"0","0","1",0.97,7,310,2810,4.77,3.31
40503,57400146,50,48.22901,16.34196,3.3,5.39,5.4,"Währing","Private room",2,2,1,"1","0","0",0.67,2,37,858,4.95,1.29
52841,101472118,90,48.22434,16.42203,4.02,9.6,5.63,"Donaustadt","Entire home/apt",4,2,2,"1","0","1",1,3,165,2866,4.87,1.73
46516,101506185,72,48.20001,16.36025,1.34,4.34,1.92,"Mariahilf","Entire home/apt",3,1,2,"0","0","0",0,1,24,2698,4.5,0.27
80359,518644,65,48.19567,16.3603,1.7,4.21,1.52,"Wieden","Entire home/apt",5,1,3,"1","0","1",0.77,33,58,2790,4.6,0.62
49738,12958775,41,48.17797,16.32082,5.15,1.56,4,"Meidling","Entire home/apt",4,1,3,"0","0","0",0.2,3,8,2929,4.88,0.08
72024,8632750,130,48.26482,16.45267,8.61,13.93,10.61,"Floridsdorf","Entire home/apt",4,2,2,"0","0","0",0.96,104,6,1876,4.5,0.1
64221,92677771,86,48.21665,16.35592,1.62,4.99,3.73,"Alsergrund","Entire home/apt",3,1,3,"0","0","1",1,1,173,2837,4.8,1.83
18560,92979273,98,48.21349,16.30896,4.83,2.93,5.73,"Ottakring","Entire home/apt",4,2,1,"0","0","0",0.94,21,46,2832,4.96,0.49
74764,47784182,29,48.24326,16.35386,4.18,7.21,6.61,"Döbling","Private room",2,1,1,"0","0","0",0.99,3,162,2897,4.71,1.68
56599,9132976,90,48.2082366943359,16.3530883789062,1.52,4.26,2.97,"Josefstadt","Entire home/apt",2,1,1,"0","0","0",0.96,1,132,2902,4.94,1.36
35355,16541872,102,48.22166,16.38579,1.76,7.11,4.15,"Leopoldstadt","Entire home/apt",3,1,2,"0","0","1",0.99,13,102,2810,4.64,1.09
34055,16541872,71,48.22325,16.38805,2,7.34,4.36,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","1",0.99,13,96,2748,4.6,1.05
24129,108413640,290,48.20715,16.37127,0.2,5.39,2.44,"Innere Stadt","Entire home/apt",3,2,2,"0","1","0",0.59,1,80,2800,4.99,0.86
46996,103028422,190,48.1655,16.38159,4.77,6.17,2.28,"Favoriten","Entire home/apt",8,2,4,"0","0","1",0.99,11,189,2813,4.85,2.02
34246,88628966,25,48.13197,16.31978,9.36,6.24,7.15,"Liesing","Entire home/apt",1,1,1,"0","0","0",0.81,4,15,2810,4.87,0.16
65662,30402295,95,48.19528,16.2886,6.46,1.51,6.4,"Penzing","Entire home/apt",2,1,1,"0","0","0",1,1,20,2831,4.95,0.21
27160,37547142,75,48.22084,16.39945,2.38,7.94,4.39,"Leopoldstadt","Entire home/apt",5,1,3,"0","0","1",0.97,17,61,2856,4.56,0.64
23072,64218900,76,48.20126,16.32995,3.32,2.42,3.69,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,1,"0","0","1",1,1,231,2839,4.65,2.44
